2017012600962001,A,2017000038716,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012600962001,A,2017000038716,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012700489001,A,2017000038497,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012700489001,A,2017000038497,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012601396001,A,2017000038249,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012601056001,A,2017000038037,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012601056001,A,2017000038037,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012301060002,A,2017000038925,2,PAT,2017-01-10,0,2017-01-27,2017-01-27,0,0,0,0,2017-01-31
2017012600851001,A,2017000037041,1,RPTT&RET,2017-01-01,0,2017-01-26,2017-01-26,0,0,0,100,2017-01-31
2017012600851001,A,2017000037041,1,RPTT&RET,2017-01-01,0,2017-01-26,2017-01-26,0,0,0,100,2017-01-31
2017012600521001,A,2017000036826,1,RPTT&RET,2017-01-01,0,2017-01-26,2017-01-26,0,0,0,100,2017-01-31
2017012600521001,A,2017000036826,1,RPTT&RET,2017-01-01,0,2017-01-26,2017-01-26,0,0,0,100,2017-01-31
2017012700806006,A,2017000042078,1,PAT,2017-01-19,0,2017-01-31,2017-01-31,0,0,0,0,2017-01-31
2016122901232005,A,2017000026766,1,PAT,2016-12-14,0,2017-01-20,2017-01-20,0,0,0,0,2017-01-31
2017011800654002,A,2017000033708,1,PAT,2017-01-12,0,2017-01-25,2017-01-25,0,0,0,0,2017-01-31
2017011700432002,A,2017000024023,1,PAT,2017-01-11,0,2017-01-18,2017-01-18,0,0,0,0,2017-01-31
2016120900790002,A,2017000022602,1,PAT,2016-12-05,0,2017-01-18,2017-01-18,0,0,0,0,2017-01-31
2016122801115003,A,2017000001954,1,PAT,2016-12-20,0,2017-01-03,2017-01-03,0,0,0,0,2017-01-31
2016123000453002,A,2017000001501,1,PAT,2016-12-30,0,2017-01-03,2017-01-03,0,0,0,0,2017-01-31
2017010400315002,A,2017000009603,1,AL&R,2016-12-30,2.5e+07,2017-01-09,2017-01-09,0,0,0,0,2017-01-31
2016120900790001,A,2017000022601,1,DEED,2016-12-05,2.49254e+06,2017-01-18,2017-01-18,0,0,0,100,2017-01-31
2017012000066001,A,2017000028826,1,DEED,2016-01-12,10,2017-01-23,2017-01-23,0,0,0,100,2017-01-31
2017010600948001,A,2017000011402,1,LOCC,2017-01-04,0,2017-01-10,2017-01-10,0,0,0,0,2017-01-31
2017010600978001,A,2017000011366,1,LOCC,2017-01-04,0,2017-01-10,2017-01-10,0,0,0,0,2017-01-31
2017010500400002,A,2017000012282,3,PAT,2016-12-30,0,2017-01-10,2017-01-10,0,0,0,0,2017-01-31
2017020201456001,A,2017000073555,3,AGMT,2016-10-27,0,2017-02-22,2017-02-22,0,0,0,0,2017-02-28
2017022300040002,A,2017000074109,1,DEED,2017-02-21,1.58935e+07,2017-02-23,2017-02-23,0,0,0,0,2017-02-28
2017020100094001,A,2017000044535,1,LOCC,2017-01-31,0,2017-02-01,2017-02-01,0,0,0,0,2017-02-28
2017022500106003,A,2017000080396,3,PAT,2017-02-24,0,2017-02-28,2017-02-28,0,0,0,0,2017-02-28
2017020201617003,A,2017000064489,1,PAT,2017-01-31,0,2017-02-15,2017-02-15,0,0,0,0,2017-02-28
2017020600484002,A,2017000052432,1,PAT,2017-01-31,0,2017-02-07,2017-02-07,0,0,0,0,2017-02-28
2017022300040003,A,2017000074110,1,PAT,2017-02-21,0,2017-02-23,2017-02-23,0,0,0,0,2017-02-28
2017020900210003,A,2017000063068,1,PAT,2017-02-03,0,2017-02-14,2017-02-14,0,0,0,0,2017-02-28
2017021300754003,A,2017000063065,1,PAT,2017-02-07,0,2017-02-14,2017-02-14,0,0,0,0,2017-02-28
2017020700261002,A,2017000058694,3,PAT,2017-02-03,0,2017-02-10,2017-02-10,0,0,0,0,2017-02-28
2017022700005001,A,2017000079313,1,PREL,2017-02-07,0,2017-02-28,2017-02-28,0,0,0,0,2017-02-28
2017022700005002,A,2017000079314,1,REL,2017-02-07,0,2017-02-28,2017-02-28,0,0,0,0,2017-02-28
2017020800501001,A,2017000058274,1,RPTT&RET,2016-12-07,250000,2017-02-10,2017-02-10,0,0,0,100,2017-02-28
2017030101257002,A,2017000084079,1,DEED,2017-02-15,215000,2017-03-02,2017-03-02,0,0,0,100,2017-03-31
2017032300610001,A,2017000115168,1,LOCC,2017-03-23,0,2017-03-24,2017-03-24,0,0,0,0,2017-03-31
2017032300563003,A,2017000122679,3,PAT,2017-03-17,0,2017-03-30,2017-03-30,0,0,0,0,2017-03-31
2017030101257003,A,2017000084080,1,MTGE,2017-02-15,250000,2017-03-02,2017-03-02,0,0,0,0,2017-03-31
2017032000372002,A,2017000113955,1,PAT,2017-03-17,0,2017-03-23,2017-03-23,0,0,0,0,2017-03-31
2017020701218003,A,2017000113065,1,PAT,2017-01-20,0,2017-03-23,2017-03-23,0,0,0,0,2017-03-31
2017032000427004,A,2017000116414,4,PAT,2017-03-15,0,2017-03-24,2017-03-24,0,0,0,0,2017-03-31
2017030700200003,A,2017000100154,4,PAT,2017-03-02,0,2017-03-14,2017-03-14,0,0,0,0,2017-03-31
2017030701442004,A,2017000092879,1,PAT,2017-03-03,0,2017-03-08,2017-03-08,0,0,0,0,2017-03-31
2017030500015003,A,2017000091621,1,PAT,2017-02-27,0,2017-03-08,2017-03-08,0,0,0,0,2017-03-31
2017031000567004,A,2017000101598,1,PAT,2017-03-09,0,2017-03-15,2017-03-15,0,0,0,0,2017-03-31
2017030201196003,A,2017000086122,1,PAT,2017-02-23,0,2017-03-03,2017-03-03,0,0,0,0,2017-03-31
